"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","Number of Associated Structures","Designer Names","Non-Federal Dam on Federal Property","Primary Purpose","Purposes","Source Agency","State or Federal Agency ID","Latitude","Longitude","State","County","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional District","Section, Township, or Range Location","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","Years Modified","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks","Length of Secondary Lock","Lock Width (Ft)","Secondary Lock Width (Ft)","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL","USACE Division","USACE District","Last EAP Exercise Date"
"Cove","","","CO01713","","CO01713","MACK, BILL","Private","Private","0","","No","Irrigation","Irrigation","Colorado","440114","40.200007","-107.573906","Colorado","Rio Blanco","CRAIG","45","MORAPOS CREEK-TR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","24","24","30","30","25-50 feet","490","47187","1918","1910-1919","","164","164","121","10","0","351","Uncontrolled","15","0","0","","0","","","2022-12-22","2015-07-16","6","Low","Not Rated","","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Hurst","","","CO02085","","CO02085","RONALD E. MCCOY","Private","Private","","","No","Fish and Wildlife Pond","Irrigation;Fish and Wildlife Pond","Colorado","340106","37.406673999999995","-108.363896","Colorado","Montezuma","BLUFF, UT","100","EAST FORK MUD CREEK-TR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","Soil","10","10","10","10","Less than 25 feet","525","","1967","1960-1969","","50","50","35","5","1","213","None","31","0","0","","0","","","2022-12-22","1996-09-18","6","Low","Not Rated","","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Cook, Raymond & Patricia","","","UT53232","","UT53232","RAYMOND & PATRICIA COOK","Private","Private","0","","No","Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond","Utah","UT53232","40.23138521","-109.783537","Utah","Uintah","","","","Congressional District 01, Utah","16,3S~2E US","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","2","7","7","Less than 25 feet","420","","","Undetermined","","17","","17","","","5","","2.5","","","","","","","2021-03-17","","2","Significant","Not Rated","","No","","https://damsafety.org/utah","Northwestern Division","Sacramento District",""
"Overman","","","CO01947","","CO01947","MOUNTAINAIR CO. (AL SATTERDAL)","Private","Private","","","No","Irrigation","Irrigation;Fire Protection, Stock, Or Small Fish Pond","Colorado","580126","40.287614","-106.888119","Colorado","Routt","OAK CREEK","3","YAMPA RIVER-TR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","10","10","10","10","Less than 25 feet","150","2222","1907","1900-1909","","54","54","50","8","0","56","None","60","0","0","","0","","","2022-12-22","1990-09-07","6","Low","Not Rated","","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Six Lakes - #4 - Loon Lake","","","UT53335","","UT53335","SIX LAKES CAMP LLC","Private","Private","0","","No","","","Utah","UT53335","40.3243526","-110.2380803","Utah","Duchesne","","","Lake Fork River","Congressional District 01, Utah","08,2S~4W US","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","","26","26","25-50 feet","","","","Undetermined","","43.15","43.15","","","","","","","","","","","","","2021-03-17","2020-08-21","5","Low","Not Rated","","Not Required","","https://damsafety.org/utah","Northwestern Division","Sacramento District",""
"Fruita #2","","","CO00078","","CO00078","CITY OF FRUITA","Local Government","Local Government","0","","Yes","Water Supply","Water Supply","Colorado","420117","38.861671","-108.767231","Colorado","Mesa","WHITEWATER","27","NORTH EAST CREEK-TR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Soil","40","60","60","60","51-100 feet","950","16420","1959","1950-1959","","238","238","168","14","0","692","None","20","0","0","","0","","Slide (sluice gate);Uncontrolled;Valve","2022-12-22","2022-08-04","2","Significant","Unsatisfactory","2022-08-04","Yes","2021-11-19","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Nucla Domestic","","","CO00867","","CO00867","MUSTANG WATER AUTHORITY (JACK CARTER, MANAGER)","Public Utility","Public Utility","0","","","Water Supply","Water Supply","Colorado","600117","38.258336","-108.507227","Colorado","Montrose","NATURITA","2","SAN MIGUEL RIVER","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Rock;Soil","33","31","38","38","25-50 feet","1170","44450","1957","1950-1959","","162","103","162","11","0","345","None","10","0","0","","0","","Slide (sluice gate);Uncontrolled","2022-12-22","2020-05-04","6","Low","Satisfactory","2019-02-15","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Durango Terminal","Durango Regulatory","","CO01060","","CO01060","CITY OF DURANGO (BAKER, ALLISON)","Local Government","Local Government","0","","No","Water Supply","Water Supply","Colorado","300102","37.290746999999996","-107.847124","Colorado","La Plata","DURANGO","0","GOEGLEIN GULCH-OS","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","35","35","45","45","25-50 feet","655","","1954","1950-1959","","341","341","232","19","0","60","Uncontrolled","2","0","0","","0","","Slide (sluice gate)4","2022-12-22","2022-04-07","1","High","Satisfactory","2022-04-07","Yes","2018-02-07","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Davenport","","","CO02923","","CO02923","HUFF, PAUL","Private","Private","0","UNKNOWN","No","Irrigation","Irrigation","Colorado","400711","38.819632","-107.656698","Colorado","Delta","HOTCHKISS","4","TRIBUTARY TO BELL CREEK","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Unlisted/Unknown","25","24","25","25","25-50 feet","200","","1946","1940-1949","","20","20","20","2","0","","Uncontrolled","5","0","0","","0","","","2022-12-22","2014-06-06","6","Low","Not Rated","","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Blackman_*","","","CO01676","","CO01676","USDA FS","Federal","Federal","0","","No","Recreation","Recreation","Forest Service","020402 0014","39.0931","-107.9769","Colorado","Mesa","","0","COTTONWOOD CREEK","Congressional District 03, Colorado","","No","","","","","","Forest Service","","","","Forest Service","","","","Earth","Earth","","","22","21","27","27","25-50 feet","170","4431","1911","1910-1919","","90","90","78","0","1","15","Uncontrolled","12","","","","","","","2021-05-17","","","Significant","Not Rated","","Not Required","","https://www.fs.usda.gov/eng/dams/","Northwestern Division","Sacramento District",""
"Davis Gulch","","","CO02735","","CO02735","CAERUS OPERATING LLC (BOWERS, DAVID)","Private","Private","0","","No","Flood Risk Reduction","Flood Risk Reduction","Colorado","390120","39.628332","-108.112235","Colorado","Garfield","PARACHUTE","14","DAVIS GULCH","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","53","46","55","55","51-100 feet","224","0","1982","1980-1989","","35","35","5","1","6","1720","Uncontrolled","17","0","0","","0","","","2022-12-22","1995-10-04","3","Low","Not Rated","","Not Required","2019-10-10","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Mole-Richardson #3","","","CO02723","","CO02723","LARRY FULLER","Private","Private","0","","No","Irrigation","Irrigation;Recreation","Colorado","720414","39.082222","-108.403343","Colorado","Mesa","GRAND JUNCTION","8","COLORADO RIVER-TR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","30","33","30","33","25-50 feet","110","0","1973","1970-1979","","17","17","8","1","0","24","Uncontrolled","1.5","0","0","","0","","","2022-12-22","2004-04-21","0","Low","Not Rated","","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Tyler","","","CO00636","","CO00636","HART, DON","Private","Private","0","","","Irrigation","Irrigation;Recreation;Fire Protection, Stock, Or Small Fish Pond","Colorado","400528","38.633334999999995","-107.535567","Colorado","Montrose","CRAWFORD","7","MUDDY CREEK-TR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Soil","49","36","41","49","25-50 feet","600","52742","1955","1950-1959","","193","193","169","12","0","74","None","10","0","0","","0","","Slide (sluice gate);Uncontrolled","2022-12-22","2017-08-30","6","Low","Not Rated","","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Teasdale Dam B","","","UT00555","","UT00555","TEASDALE IRRIGATION COMPANY","Private","Private","0","","No","Irrigation","Irrigation","Utah","UT00555","38.27216542","-111.4654142","Utah","Wayne","NONE - DRAINS TO FRE","0","BIRCH CREEK - OFFSTREAM","Congressional District 02, Utah","22,29S~4E SL","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","","25","25","25-50 feet","","","1984","1980-1989","","100","","100","","12.5","","","","","","","","","","2021-03-17","2019-06-05","2","Significant","Not Rated","","No","","https://damsafety.org/utah","South Pacific Division","Sacramento District",""
"Griggs","","","CO02885","","CO02885","DAVID & SUSIE GRIGGS (DAVID GRIGGS)","Private","Private","0","","No","Water Supply","Fish and Wildlife Pond;Recreation;Water Supply","Colorado","310112","37.288337999999996","-107.49190899999999","Colorado","La Plata","BAYFIELD","7","BEAVER CREEK-OS","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","13","10","13","13","Less than 25 feet","250","","1999","1990-1999","2000","7","7","4","1","0","0","Uncontrolled","30","0","0","","0","","Valve1","2022-12-22","2013-05-24","2","Significant","Fair","2013-05-24","No","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Haxton Diversion","","","CO02985","","CO02985","NORMAN G & MARLENE A BLACKWELL REV LIVING TRUST (B","Private","Private","0","","No","Irrigation","Irrigation","Colorado","440311","40.621525","-107.353895","Colorado","Moffat","CRAIG","18","LITTLE COTTONWOOD CK-TR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Unlisted/Unknown","15","15","19","19","Less than 25 feet","450","","","Undetermined","","75","75","35","8","2","2300","Uncontrolled","30","0","0","","0","","","2022-12-22","2016-10-28","6","Low","Not Rated","","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Henderson Lake","","","CO01063","","CO01063","USDA FS","Federal","Federal","0","","No","Fish and Wildlife Pond","Fish and Wildlife Pond;Recreation;Fire Protection, Stock, Or Small Fish Pond","Forest Service","021308 0009","37.51199699","-107.7270352","Colorado","La Plata","HERMOSA","11","POLE CREEK","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","Forest Service","Forest Service","Forest Service","Forest Service","Forest Service","Forest Service","Forest Service","","Earth","Earth","","","31","25","33","33","25-50 feet","200","10501","1967","1960-1969","","126","126","58","11","2","498","Controlled","4","","","","","","Slide (sluice gate)","2021-05-17","2013-07-09","","Significant","Not Rated","","Not Required","","https://www.fs.usda.gov/eng/dams/","South Pacific Division","Sacramento District",""
"R.N. Industries - Seep Ridge Dp","","","UT53776","","UT53776","R.N. Industries","Private","Private","0","","No","","","Utah","UT53776","39.90518268","-109.6103385","Utah","Uintah","","","","Congressional District 01, Utah","36,10S~20E SL","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","13","13","13","Less than 25 feet","","","","Undetermined","","58.2","58.2","58.2","","","","","","","","","","","","2021-03-17","","5","Low","Not Rated","","Not Required","","https://damsafety.org/utah","Northwestern Division","Sacramento District",""
"Buck Pasture","","","CO02642","","CO02642","KEITH IVINS","Private","Private","0","","No","Fire Protection, Stock, Or Small Fish Pond","Irrigation;Fire Protection, Stock, Or Small Fish Pond","Colorado","710108","37.778335999999996","-108.330573","Colorado","Dolores","SLICK ROCK","63","BEAVER CREEK-TR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","30","30","30","30","25-50 feet","600","","1966","1960-1969","","115","115","86","8","0","156","Uncontrolled","10","0","0","","0","","Slide (sluice gate)1","2022-12-22","2015-10-05","6","Low","Fair","2009-10-15","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Nucla 3rd Ave Reservoir","Old Town Reservoir","","CO02748","","CO02748","TOWN OF NUCLA","Local Government","Local Government","0","","","Recreation","Recreation;Debris Control","Colorado","600132","38.271121","-108.542226","Colorado","Montrose","NUCLA","0","SAN MIGUEL R, TR SP-OS","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Other","Other","Earth","Rock","13","13","13","13","Less than 25 feet","852","0","1940","1940-1949","","16","16","11","3","0","35","Uncontrolled","4","0","0","","0","","Slide (sluice gate);Uncontrolled","2022-12-22","2022-03-24","2","Significant","Fair","2022-03-24","Yes","2022-03-25","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Upper Cogdill","Cogdill","","CO01856","","CO01856","ESPY, JIM & PEGGY","Private","Private","0","","No","Fish and Wildlife Pond","Fish and Wildlife Pond;Water Supply;Fire Protection, Stock, Or Small Fish Pond","Colorado","540101","40.970008","-107.335572","Colorado","Moffat","CRAIG","33","GOVERNMENT CORAL CREEK","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","30","29","29","30","25-50 feet","200","25780","1956","1950-1959","","73","73","45","7","0","526","Uncontrolled","25","0","0","","0","","","2022-12-22","2015-07-01","6","Low","Fair","2021-06-18","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Dry Fork Reservoir","","","CO00585","","CO00585","DOI BLM","Federal","Federal","0","UNKNOWN","No","Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond","Bureau of Land Management","L63673","38.82022","-108.07131","Colorado","Delta","3 RESIDENCES  -  (DELTA 6 MILE","4","DRY FORK - OFF STREAM","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","","Gravity","Gravity","Earth;Unlisted/Unknown","Unlisted/Unknown","","36","65","65","51-100 feet","489","83018","1962","1960-1969","","20.06","20.06","20.06","8.8","","","","","0","0","","0","","","2021-04-29","2012-04-18","5","Low","Not Rated","","Not Required","","https://www.blm.gov/","Northwestern Division","Sacramento District",""
"Little Robber Det. Dam X","","","WY01475","","WY01475","DOI BLM","Federal","Federal","0","UNKNOWN","No","Debris Control","Debris Control","Bureau of Land Management","L63568","41.18819","-107.71634","Wyoming","Carbon","BAGGS WYO.","1.75","Little Robbers Gulch","Congressional District 00, Wyoming","S14, 14N, 92W","Yes","Yes","SEO","Yes","Yes","Yes","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","","Gravity","Gravity","Earth;Unlisted/Unknown","Unlisted/Unknown","","36","48","48","25-50 feet","765","76948","1953","1950-1959","2012","402","402","50.800000000000004","37","8.1","6000","None","0","0","0","","0","","None","2021-04-29","2020-08-04","1","High","Poor","2019-01-01","Yes","","https://www.blm.gov/","Northwestern Division","Sacramento District",""
