,Spillway Type,Dam Length (Ft),Federal Agency Involvement Other,Dam Name,Other Structure ID,Federal Agency Involvement Operation,Foundation,EAP Prepared,Core Types,Purposes,Congressional District,Surface Area (Acres),"Section, Township, or Range Location",Drainage Area (Sq Miles),Hydraulic Height (Ft),Federal Agency Involvement Design,Length of Locks,Primary Owner Type,City,geometry,Primary Dam Type,Owner Types,State Permitting Authority,River or Stream Name,Secondary Lock Width (Ft),Federal Agency Involvement Construction,NID Height Category,NID Storage (Acre-Ft),Federal Agency Involvement Funding,Years Modified,Other Names,Dam Height (Ft),State Jurisdictional Dam,County,Lock Width (Ft),EAP Last Revision Date,Length of Secondary Lock,Federal ID,Number of Associated Structures,State Regulated Dam,Distance to Nearest City (Miles),Year Completed Category,Dam Types,State Enforcement Authority,State Inspection Authority,Structural Height (Ft),Latitude,Hazard Potential Classification,Year Completed,Owner Names,NID Height (Ft),Source Agency,Condition Assessment,Inspection Frequency,Volume (Cubic Yards),Designer Names,Condition Assessment Date,Primary Purpose,Website URL,NID ID,Data Last Updated,Max Storage (Acre-Ft),State Regulatory Agency,Max Discharge (Cubic Ft/Second),Former Names,Federal Agency Involvement Inspection,Non-Federal Dam on Federal Property,Longitude,State or Federal Agency ID,Spillway Width (Ft),Federal Agency Involvement Regulatory,Normal Storage (Acre-Ft),Federal Agency Owners,State,Outlet Gate Type,Number of Locks,Last Inspection Date
133,None,1000,,Hallenbeck #2,,,Soil,Yes,Earth,Recreation;Water Supply,"Congressional District 03, Colorado",62,,1,36,,0,Local Government,WHITEWATER,,Earth,Local Government,Yes,DEEP CREEK-TR,,,25-50 feet,774,,,Raber & Click,36,Yes,Mesa,0,2022-01-10,,CO00087,0,Yes,22,1940-1949,Earth,Yes,Yes,36,39.01668,High,1943,CITY OF GRAND JUNCTION,36,Colorado,Fair,1,27200,,2022-06-10,Water Supply,https://damsafety.org/colorado,CO00087,2022-12-22,774,DWR,1036,,,Yes,-108.138905,420126,30,,464,,Colorado,Slide (sluice gate);Uncontrolled,0,2022-06-10
134,Uncontrolled,549,,Piedmont,,,Soil,Not Required,Earth,Irrigation,"Congressional District 00, Wyoming",55,19,0,23,,,Private,CARTER,,Earth,Private,Yes,BIG MUDDY CK,,,25-50 feet,840,,,,28,Yes,Uinta,,,,WY01259,0,Yes,26,1900-1909,Earth,Yes,Yes,34,41.182778,Low,1902,GUILD FAMILY TRUST,34,Wyoming,Poor,5,22478,,2019-09-30,Irrigation,https://damsafety.org/wyoming,WY01259,2022-03-17,840,SEO,0,,,No,-110.646389,0456R,30,,630,,Wyoming,Uncontrolled;Valve,,2019-09-30
135,,150,,Moslander,,,,Not Required,,Irrigation,"Congressional District 01, Utah",,"22,3N~11E SL",0,10,,,Private,PIEDMONT WYOMING,,Earth,Private,Yes,BIG MUDDY CREEK,,,Less than 25 feet,85,,,,,Yes,Summit,,,,UT00220,0,Yes,17,Before 1900,Earth,Yes,Yes,14,40.98685569,Low,1882,HAROLD MOSLANDER,14,Utah,Not Rated,5,,,,Irrigation,https://damsafety.org/utah,UT00220,2021-03-17,85,Utah Division of Water Rights,,,,No,-110.6873912,UT00220,,,75,,Utah,,,2004-08-19
136,,278,,Left Hand Fork of Donkey Creek,,,,Not Required,,Irrigation,"Congressional District 02, Utah",,"16,30S~4E SL",0.8,8,,,Private,FRUITA,,Earth,Private,Yes,LEFT FORK OF DONKEY CREEK,,,Less than 25 feet,100,,,,,Yes,Wayne,,,,UT00175,0,Yes,12,1920-1929,Earth,Yes,Yes,13,38.20517324,Low,1923,TEASDALE IRR CO,13,Utah,Not Rated,5,,,,Irrigation,https://damsafety.org/utah,UT00175,2021-03-17,100,Utah Division of Water Rights,,,,No,-111.4740671,UT00175,,,80,,Utah,,,2007-07-26
137,Uncontrolled,2006,,Lee/Hammond Water Treatment Pond,,,Unlisted/Unknown,Yes,,Water Supply,"Congressional District 03, New Mexico",5,T29N R11W S28,,,,0,Local Government,MANGUM,,Earth,Local Government,Yes,SAN JUAN RIVER - OS,,,Less than 25 feet,86,,2016,Lee Acres Water Users Association,21,Yes,San Juan,0,2010-10-04,,NM00589,0,Yes,0.1,1990-1999,Earth,Yes,Yes,,36.6928,High,1999,LEE/HAMMOND WATER USERS ASSOCIATION,21,New Mexico,Satisfactory,1,0,RICHARD P. CHENEY,2018-01-17,Water Supply,https://damsafety.org/new-mexico,NM00589,2021-04-09,86,OFFICE OF THE STATE ENGINEER,5.28,,,No,-107.99990000000001,D-589,1,,75.4,,New Mexico,Slide (sluice gate)0,0,2018-01-17
138,Uncontrolled,450,,Wilson,,,,Not Required,,"Irrigation;Fire Protection, Stock, Or Small Fish Pond","Congressional District 03, Colorado",5,,1,32,,0,Private,RIFLE,,Earth,Private,Yes,E FORK FLAG CR,,,25-50 feet,148,,,,32,Yes,Rio Blanco,0,,,CO01936,0,Yes,27,1970-1979,Earth,Yes,Yes,32,39.920002,Low,1970,"KLINGLESMITH, LOWELL",32,Colorado,Not Rated,6,45037,,,"Fire Protection, Stock, Or Small Fish Pond",https://damsafety.org/colorado,CO01936,2022-12-22,148,DWR,15,,,No,-107.883905,430125,40,,106,,Colorado,,0,2018-07-05
139,,125,,Coleman,,,,Not Required,,Irrigation,"Congressional District 02, Utah",,"29,29S~4E SL",0.1,13,,,Private,TEASDALE,,Earth,Private,Yes,TRIB. TO BULLBERRY CREEK,,,Less than 25 feet,80,,,,,Yes,Wayne,,,,UT00177,0,Yes,4,1910-1919,Earth,Yes,Yes,15,38.25517345,Low,1910,LAWRENCE DURFEY,15,Utah,Not Rated,5,,,,Irrigation,https://damsafety.org/utah,UT00177,2021-03-17,80,Utah Division of Water Rights,,,,No,-111.4890686,UT00177,,,40,,Utah,,,2016-10-13
140,,571,,Snyder No. 2,,,,Not Required,,Irrigation,"Congressional District 03, Utah",,"27,33S~26E SL",7.7,15,,,Private,NONE - DRAINS TO SAN,,Earth,Private,Yes,COAL BED CREEK,,,Less than 25 feet,100,,,,,Yes,San Juan,,,,UT00283,0,Yes,0,1950-1959,Earth,Yes,Yes,18,37.87684218,Low,1953,GREGG ALLEN BARRY,18,Utah,Not Rated,5,,,,Irrigation,https://damsafety.org/utah,UT00283,2021-03-17,100,Utah Division of Water Rights,,,,No,-109.0506649,UT00283,,,75,,Utah,,,2016-08-09
141,,,,Hansen,,,,Not Required,,Other,"Congressional District 01, Utah",,"07,3S~3W US",,22,,,Private,,,Earth,Private,Yes,,,,Less than 25 feet,200,,,,,Yes,Duchesne,,,,UT50517,0,Yes,,Undetermined,Earth,Yes,Yes,,40.2305185,Low,,"HANSEN, GRANT",22,Utah,Not Rated,5,,,,Other,https://damsafety.org/utah,UT50517,2021-03-17,200,Utah Division of Water Rights,,,,No,-110.256279,UT50517,,,,,Utah,,,
142,,505,,Pollywog Lake,,,,Not Required,,Irrigation,"Congressional District 02, Utah",,"19,31S~1E SL",1.2,10,,,Private,ANTIMONY,,Earth,Private,Yes,ANTELOPE SPRING--OFFSTREAM,,,Less than 25 feet,800,,,,,Yes,Garfield,,,,UT00250,0,Yes,13,1940-1949,Earth,Yes,Yes,13,38.10350704,Low,1947,BENCH IRR CO,13,Utah,Not Rated,5,,,,Irrigation,https://damsafety.org/utah,UT00250,2021-03-17,800,Utah Division of Water Rights,,,,No,-111.7857441,UT00250,,,500,,Utah,,,2005-07-29
143,,910,,Emery City D.B North,,,,No,,Flood Risk Reduction,"Congressional District 03, Utah",,"04,22S~6E SL",,17,,,Private,,,Earth,Private,Yes,,,,Less than 25 feet,20,,,,,Yes,Emery,,,,UT53268,0,Yes,,Undetermined,Earth,Yes,Yes,20,38.93397564,Significant,,EMERY TOWN,20,Utah,Not Rated,5,,,,Flood Risk Reduction,https://damsafety.org/utah,UT53268,2021-03-17,,Utah Division of Water Rights,15,,,No,-111.2524511,UT53268,30,,20,,Utah,,,
144,,1450,,Rifle Gap,,Bureau of Reclamation,,Yes,,Irrigation;Recreation,"Congressional District 03, Colorado",435,,142,114,,0,Federal,RIFLE,,Earth,Federal,Yes,RIFLE CREEK,,,Greater than 100 feet,13602,Bureau of Reclamation,,,157,Yes,Garfield,0,2020-07-17,,CO01692,0,Yes,0,1960-1969,Earth,Yes,Yes,157,39.627900000000004,High,1966,RECLAMATION,157,Bureau of Reclamation,Not Available,1,1768000,RECLAMATION,,Irrigation,https://www.usbr.gov/ssle/damsafety/,CO01692,2021-05-24,13602,DWR,,,Bureau of Reclamation,No,-107.7595,,25,Bureau of Reclamation,12168,Bureau of Reclamation,Colorado,,0,2020-07-24
145,Uncontrolled,320,,Zemba,,,Soil,Not Required,Earth,Irrigation,"Congressional District 00, Wyoming",18,30,0,11,,,Private,FARSON,,Earth,Private,Yes,LONG DRAW & GRANITE GULCH,,,Less than 25 feet,124,,,,16,Yes,Sublette,,,,WY01215,0,Yes,37,1910-1919,Earth,Yes,Yes,16,42.5349,Low,1915,MIDLAND LIVESTOCK COMPANY,16,Wyoming,Poor,5,,,2022-07-18,Irrigation,https://damsafety.org/wyoming,WY01215,2023-01-05,124,SEO,0,,,No,-109.2933,1216R,10,,87,,Wyoming,Valve1,,2022-07-18
146,None,200,,Lake of The Pines,,,,Not Required,,Fish and Wildlife Pond;Water Supply,"Congressional District 03, Colorado",13,,0,11,,0,Private,DURANGO,,Earth,Private,Yes,LITTLE CASCADE CREEK-TR,,,Less than 25 feet,105,,,,11,Yes,La Plata,0,,,CO01959,,Yes,27,1920-1929,Earth,Yes,Yes,11,37.606114999999996,Low,1920,LEIGHTON ROBERTS,11,Colorado,Not Rated,6,,,,Water Supply,https://damsafety.org/colorado,CO01959,2022-12-22,105,DWR,36,,,No,-107.810012,300121,5,,65,,Colorado,,0,1986-09-19
147,Uncontrolled,610,,Sheep Mountain,,,Soil,Not Required,Earth,Irrigation;Water Supply,"Congressional District 00, Wyoming",35,15,0,33,,,Private,"SLATER, COLORADO",,Earth,Private,Yes,SPRING CREEK,,,25-50 feet,438,,,Also Illegal Dam,40,Yes,Carbon,,,,WY00413,0,Yes,20,1940-1949,Earth,Yes,Yes,42,41.0127,Low,1946,MEDICINE BOW INC,42,Wyoming,Poor,5,24069,,2020-09-15,Irrigation,https://damsafety.org/wyoming,WY00413,2022-03-17,438,SEO,0,,,No,-107.1697,5552R,35,,325,,Wyoming,Valve1,,2020-09-15
148,Uncontrolled,1400,,Benchmark Lake,,,Rock;Soil,Yes,Earth,Recreation;Water Supply,"Congressional District 02, Colorado",19,,0,19,,0,Local Government,AVON,,Earth,Local Government,Yes,EAGLE RIVER-OS,,,Less than 25 feet,201,,2009,Nottingham Lake,19,Yes,Eagle,0,2014-01-30,,CO01361,0,Yes,0,1970-1979,Earth,Yes,Yes,22,39.636674,High,1977,"AVON METROPOLITAN DISTRICT (HILDRETH, JUSTIN)",22,Colorado,Fair,1,28324,RICHARD'S ENGINEERING: COLORADO RIVER ENGINEERING,2022-06-23,Recreation,https://damsafety.org/colorado,CO01361,2022-12-22,201,DWR,242,,,No,-106.528905,370124,11,,125,,Colorado,Slide (sluice gate)1,0,2022-06-23
149,Uncontrolled,1650,,Paterson Lake,,,Soil,Not Required,Earth,Irrigation,"Congressional District 00, Wyoming",200,19,0,12,,,Private,GRANGER,,Earth,Private,Yes,BLACKS FORK RIVER,,,Less than 25 feet,1649,,,Rollins Reservoir,14,Yes,Uinta,,,,WY01248,0,Yes,35,1900-1909,Earth,Yes,Yes,14,41.350100000000005,Low,1907,JOHN L. & CHERYL EYRE,14,Wyoming,Poor,5,14438,,2021-05-24,Irrigation,https://damsafety.org/wyoming,WY01248,2022-03-17,1649,SEO,0,,,No,-110.3112,0443R,12,,1237,,Wyoming,Other Controlled1,,2021-05-24
150,None,700,,Lone Star #3,,,Soil,Not Required,Earth,Irrigation;Recreation,"Congressional District 03, Colorado",8,,0,13,,0,Private,WHITEWATER,,Earth,Private,Yes,ALKALI CREEK-OS,,,Less than 25 feet,92,,,The Pond,14,Yes,Delta,0,,,CO02564,0,Yes,20,1980-1989,Earth,Yes,Yes,16,38.795271,Low,1984,WHITING FARMS INC. (TOM WHITING),16,Colorado,Not Rated,6,0,,,Irrigation,https://damsafety.org/colorado,CO02564,2022-12-22,92,DWR,15,,,,-108.175022,400708,5,,60,,Colorado,Slide (sluice gate);Uncontrolled,0,2017-03-22
151,Uncontrolled,275,,Flat Top,,,,Not Required,,"Irrigation;Fire Protection, Stock, Or Small Fish Pond","Congressional District 03, Colorado",14,,0,21,,0,Private,CRAIG,,Earth,Private,Yes,BUTLER CREEK-TR,,,Less than 25 feet,179,,,"Wyman, Butler",21,Yes,Routt,0,,,CO01721,0,Yes,18,1910-1919,Earth,Yes,Yes,21,40.258337,Low,1915,"MOTHERWELL RANCH (ADAMS, ELIZABETH)",21,Colorado,Not Rated,6,17282,,,Irrigation,https://damsafety.org/colorado,CO01721,2022-12-22,179,DWR,243,,,No,-107.362231,440213,6,,105,,Colorado,,0,2019-07-15
152,,350,,Olsen,,,,Not Required,,Irrigation,"Congressional District 03, Utah",,"04,16S~11E SL",21.6,12,Natural Resources Conservation Service,,Private,NONE - DRAINS TO PRI,,Earth,Private,Yes,MARSING WASH,,,Less than 25 feet,200,,,,,Yes,Emery,,,,UT00427,0,Yes,0,Undetermined,Earth,Yes,Yes,15,39.4635168,Low,,GLEN HANSEN,15,Utah,Not Rated,5,,USDA NRCS,,Irrigation,https://damsafety.org/utah,UT00427,2021-05-24,200,Utah Division of Water Rights,,,,No,-110.6973786,UT00427,,,150,,Utah,,,2017-04-24
153,,255,,South Reservoir,,,,Not Required,,Irrigation,"Congressional District 03, Utah",,"10,14S~12E SL",0.9,17,,,Private,WOODSIDE,,Earth,Private,Yes,TRIB. TO DUGOUT CREEK,,,Less than 25 feet,230,,,,,Yes,Carbon,,,,UT00284,0,Yes,26,1910-1919,Earth,Yes,Yes,20,39.61685042,Low,1917,SAGE POINT COAL COMPANY,20,Utah,Not Rated,5,,,,Irrigation,https://damsafety.org/utah,UT00284,2021-03-17,230,Utah Division of Water Rights,,,,No,-110.5607109,UT00284,,,150,,Utah,,,2001-05-16
154,Uncontrolled,250,,Bassett #2,,,,Not Required,,"Irrigation;Recreation;Fire Protection, Stock, Or Small Fish Pond","Congressional District 03, Colorado",5,,24,14,,0,Private,"OURAY, UTAH",,Earth,Private,Yes,VERMILLION CREEK-TR,,,Less than 25 feet,250,,,,16,Yes,Moffat,0,,,CO01960,0,Yes,63,1930-1939,Earth,Yes,Yes,20,40.765004999999995,Low,1939,"RAFTOPOULOS BROTHERS (RAFTOPOULOS, JOHN)",20,Colorado,Fair,6,8100,,2018-07-24,Recreation,https://damsafety.org/colorado,CO01960,2022-12-22,250,DWR,245,,,No,-108.827227,560107,14,,120,,Colorado,,0,2022-07-12
155,Uncontrolled,300,,West Stewart,,,,Not Required,,"Irrigation;Fire Protection, Stock, Or Small Fish Pond","Congressional District 03, Colorado",6,,10,22,,0,Private,RANGELY,,Earth,Private,Yes,W. FORK STEWART GULCH,,,Less than 25 feet,65,,,,22,Yes,Rio Blanco,0,,,CO02570,0,Yes,30,Before 1900,Earth,Yes,Yes,22,39.758334,Low,1895,"PUCKETT LAND CO. (ANDERSON, RAY)",22,Colorado,Not Rated,6,,,,Irrigation,https://damsafety.org/colorado,CO02570,2022-12-22,65,DWR,288,,,No,-108.200574,430127,12,,40,,Colorado,,0,2020-08-13
156,,1100,,Pariette Flood Control,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Flood Risk Reduction,"Congressional District 01, Utah",300,"S35, 0080S, 0180E",,26,Bureau of Land Management,0,Federal,,,Gravity,Federal,Yes,PARIETTE DRAW,,Bureau of Land Management,25-50 feet,0,Bureau of Land Management,,,,Yes,Uintah,0,,,UT00401,0,Yes,0,Since 2000,Gravity,Yes,Yes,33,40.07271,Low,2003,DOI BLM,33,Bureau of Land Management,Not Rated,5,40000,UNKNOWN,,Flood Risk Reduction,https://www.blm.gov/,UT00401,2021-04-29,0,Utah Division of Water Rights,,,Bureau of Land Management,No,-109.85787,L63098,,Bureau of Land Management,0,Bureau of Land Management,Utah,,0,
157,None,470,,Delta Control,,,Rock;Soil,Not Required,Earth,Water Supply,"Congressional District 03, Colorado",4,,0,26,,0,Local Government,DELTA,,Earth,Local Government,Yes,GUNNISON RIVER-TR,,,25-50 feet,54,,,,24,Yes,Delta,0,,,CO00565,0,Yes,4,1960-1969,Earth,Yes,Yes,32,38.810002,Low,1961,"CITY OF DELTA (CAUDLE, CASEY)",32,Colorado,Not Rated,6,27938,,,Water Supply,https://damsafety.org/colorado,CO00565,2022-12-22,54,DWR,353,,,Yes,-108.070565,400214,12,,34,,Colorado,Slide (sluice gate);Uncontrolled,0,2022-04-25
158,Uncontrolled,150,,Lake Hope                                                        ,,,Rock,Not Required,,"Hydroelectric;Fire Protection, Stock, Or Small Fish Pond","Congressional District 03, Colorado",44,"S.27,T.41N,R.9W",2,130,,,Public Utility,Sawpit                                            ,,Rockfill,Public Utility,Yes,Lake Fork                     ,,,Greater than 100 feet,2300,,,,18,Yes,San Miguel,,2020-12-30,,CO00866,1,Yes,20,1910-1919,Rockfill,Yes,Yes,20,37.786507,Low,1910,Public Service Company of Colorado,130,Federal Energy Regulatory Commission,Not Available,1,,,,Hydroelectric,https://www.ferc.gov/dam-safety-and-inspections,CO00866,2021-06-14,2300,DWR,,,Federal Energy Regulatory Commission,No,-107.84925,00400-05-01,9.3,Federal Energy Regulatory Commission,2000,,Colorado,,,2017-09-27
159,,1700,,Richens #2,,,,Not Required,,Irrigation,"Congressional District 01, Utah",,"20,2S~2E US",,,,,Private,,,Earth,Private,Yes,,,,Less than 25 feet,115.8,,,,,Yes,Uintah,,,,UT53486,0,Yes,,Undetermined,Earth,Yes,Yes,20,40.29070632,Low,,VERNON RICHENS,20,Utah,Not Rated,5,,,,Irrigation,https://damsafety.org/utah,UT53486,2021-03-17,,Utah Division of Water Rights,,,,No,-109.7986118,UT53486,,,115.8,,Utah,,,2018-06-12
160,,1100,,Flake,,,,Not Required,,,"Congressional District 02, Utah",,"26,33S~4E SL",999,9,,,Private,FARMS,,Earth,Private,Yes,BOULDER CREEK - OFFSTREAM,,,Less than 25 feet,50,,,,,Yes,Garfield,,,,UT00518,0,Yes,1,1980-1989,Earth,Yes,Yes,13,37.91350528,Low,1984,BOULDER Creek Canyon Ranch,13,Utah,Not Rated,5,,,,,https://damsafety.org/utah,UT00518,2021-03-17,,Utah Division of Water Rights,,,,No,-111.4340602,UT00518,,,50,,Utah,,,2020-10-14
161,Uncontrolled,430,,Basin,,,,Not Required,,"Irrigation;Fire Protection, Stock, Or Small Fish Pond","Congressional District 02, Colorado",8,,0,24,,0,Private,KREMMLING,,Earth,Private,Yes,MUDDY CREEK-TR,,,Less than 25 feet,90,,,,22,Yes,Grand,0,,,CO02587,0,Yes,23,1910-1919,Earth,Yes,Yes,22,40.298338,Low,1913,"PEAK RANCH (HAMMER, DAVE)",24,Colorado,Not Rated,0,0,,,Irrigation,https://damsafety.org/colorado,CO02587,2022-12-22,90,DWR,252,,,No,-106.545568,500125,12,,60,,Colorado,,0,1991-07-29
162,Uncontrolled,1100,,Chevron Clearwater,,,Soil,Not Required,Earth,Other,"Congressional District 00, Wyoming",9,16,0.9,44,,,Private,ROCK SPRINGS,,Earth,Private,Yes,RAJ. DRAW,,,51-100 feet,156,,,,50,Yes,Sweetwater,,,,WY01591,0,Yes,0,1980-1989,Earth,Yes,Yes,50,41.5397,Low,1986,SIMPLOT PHOSPHATES LLC,50,Wyoming,Fair,5,,JOHN E. GARLANGER,2022-06-27,Other,https://damsafety.org/wyoming,WY01591,2023-01-05,0,SEO,102,,,No,-109.1461,8916R,5,,156,,Wyoming,Valve2,,2022-06-27
163,,965,,Miller Creek,,,,Not Required,,Irrigation,"Congressional District 03, Utah",,"30,15S~9E SL",0.3,11,,,Private,NONE - DRAINS TO DES,,Earth,Private,Yes,MILLER CREEK,,,25-50 feet,137,,,,,Yes,Carbon,,,,UT00209,0,Yes,0,1930-1939,Earth,Yes,Yes,33,39.49854519,Low,1931,CONOCOPHILLIPS,33,Utah,Not Rated,5,,,,Irrigation,https://damsafety.org/utah,UT00209,2021-03-17,137,Utah Division of Water Rights,,Millerton,,No,-110.9485018,UT00209,,,74,,Utah,,,2019-05-14
164,,650,,White River Shale Retention,,,,Not Required,,Flood Risk Reduction,"Congressional District 01, Utah",,"23,10S~24E SL",0,59,,,Private,NONE - DRAINS TO WHI,,Earth,Private,Yes,WHITE RIVER - TRIBUTARY,,,51-100 feet,400,,,,,Yes,Uintah,,,,UT00552,0,Yes,0,1980-1989,Earth,Yes,Yes,66,39.94352504,Low,1983,ENEFIT AMERICAN OIL,66,Utah,Not Rated,5,,,,Flood Risk Reduction,https://damsafety.org/utah,UT00552,2021-03-17,400,Utah Division of Water Rights,,,,No,-109.2006692,UT00552,,,288,,Utah,,,2019-10-10
165,,125,,Donkey,,,,Not Required,,Irrigation,"Congressional District 02, Utah",,"17,30S~4E SL",2.5,13,,,Private,FRUITA,,Earth,Private,Yes,DONKEY CREEK,,,Less than 25 feet,275,,,,,Yes,Wayne,,,,UT00091,0,Yes,13,1920-1929,Earth,Yes,Yes,16,38.20517326,Low,1923,TEASDALE IRR CO,16,Utah,Not Rated,5,,,,Irrigation,https://damsafety.org/utah,UT00091,2021-03-17,275,Utah Division of Water Rights,,,,No,-111.4840674,UT00091,,,200,,Utah,,,2016-10-13
166,,362,,Soap Retenton Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Debris Control,"Congressional District 03, Colorado",24.1,,0.5,26,Bureau of Land Management,0,Federal,NONE,,Gravity,Federal,Yes,REDROCK CANYON,,Bureau of Land Management,25-50 feet,46,Bureau of Land Management,,,,Yes,Mesa,0,,,CO01269,0,Yes,0,1960-1969,Gravity,Yes,Yes,30,39.28883,Low,1960,DOI BLM,30,Bureau of Land Management,Not Rated,5,20111,UNKNOWN,,Debris Control,https://www.blm.gov/,CO01269,2021-04-29,46,DWR,,,Bureau of Land Management,No,-108.42614,L63665,,Bureau of Land Management,46,Bureau of Land Management,Colorado,,0,2018-09-11
167,Uncontrolled,1200,,Rapid Creek #2,,,,Not Required,,Irrigation,"Congressional District 03, Colorado",84,,1,17,,0,Private,PALISADE,,Earth,Private,Yes,RAPID CREEK,,,Less than 25 feet,796,,,,16,Yes,Mesa,0,,,CO01965,0,Yes,8,1940-1949,Earth,Yes,Yes,16,39.071673,Low,1946,"SDLMTN, LLC (HOWARD HAWKS)",17,Colorado,Not Rated,6,0,,,Irrigation,https://damsafety.org/colorado,CO01965,2022-12-22,796,DWR,332,,,No,-108.220573,720317,15,,303,,Colorado,,0,2020-06-25
168,Uncontrolled,1020,,Lachapelle Enl. of Ben Res.,,,Soil,Not Required,Earth,Irrigation,"Congressional District 00, Wyoming",30,33,0,29,,,Private,EVANSTON,,Earth,Private,Yes,EAST BRANCH LACHAPELLE CREEK,,,25-50 feet,303,,,Enl. Ben Res. Permit #10278r,34,Yes,Uinta,,,,WY02120,0,Yes,21,1990-1999,Earth,Yes,Yes,34,41.055278,Low,1997,BROADBENT LAND & CATTLE,34,Wyoming,Poor,5,46297,M. MALNER,2018-10-17,Irrigation,https://damsafety.org/wyoming,WY02120,2022-03-17,,SEO,0,,,No,-110.736111,10657R,20,,303,,Wyoming,Valve0,,2018-10-17
169,,,,Teasdale Dam A,,,,No,,Irrigation,"Congressional District 02, Utah",,"27,29S~4E SL",12.5,,,,Private,NONE - DRAINS TO FRE,,Earth,Private,Yes,BIRCH CREEK - OFFSTREAM,,,25-50 feet,40,,,,,Yes,Wayne,,,,UT00554,0,Yes,0,1980-1989,Earth,Yes,Yes,25,38.26281024,Significant,1984,TEASDALE IRRIGATION COMPANY,25,Utah,Not Rated,2,,,,Irrigation,https://damsafety.org/utah,UT00554,2021-03-17,,Utah Division of Water Rights,,,,No,-111.4580871,UT00554,,,40,,Utah,,,2019-06-05
170,Uncontrolled,345,,Ellgen,,,,Not Required,,Irrigation,"Congressional District 03, Colorado",11,,7,41,,0,Private,"OURAY, UTAH",,Earth,Private,Yes,BELL ROCK GULCH,,,25-50 feet,171,,,,41,Yes,Moffat,0,,,CO01717,0,Yes,108,1940-1949,Earth,Yes,Yes,41,40.435007999999996,Low,1949,"ELLGEN, LORENCE & GARY",41,Colorado,Fair,6,55415,,2022-10-07,Irrigation,https://damsafety.org/colorado,CO01717,2022-12-22,171,DWR,517,,,No,-107.697233,440123,60,,133,,Colorado,,0,2016-08-26
171,Uncontrolled,550,,Goose Pasture Tarn,,,Rock;Soil,Yes,Earth,Recreation;Water Supply,"Congressional District 02, Colorado",68,,42,55,,0,Local Government,BRECKENRIDGE,,Earth,Local Government,Yes,BLUE RIVER,,,51-100 feet,2026,,1991H;1991S,,57,Yes,Summit,0,2020-08-31,,CO00663,0,Yes,2,1960-1969,Earth,Yes,Yes,71,39.455008,High,1965,TOWN OF BRECKENRIDGE (LAURA LYNCH),71,Colorado,Unsatisfactory,1,86696,"KETCHUM, KONKEL, RYAN, & FLEMING;TIPTON & KALMBACH INC",2022-04-27,Recreation,https://damsafety.org/colorado,CO00663,2022-12-22,2026,DWR,12200,,,No,-106.032226,360105,106,,812,,Colorado,Slide (sluice gate)1,0,2022-04-27
172,Uncontrolled,267,,Hahns Peak,,,,Not Required,,Fish and Wildlife Pond;Recreation,"Congressional District 03, Colorado",34,,6,38,,0,State,STEAMBOAT SPRINGS,,Earth,State,Yes,WILLOW CREEK,,,25-50 feet,698,,,,38,Yes,Routt,0,,,CO01021,0,Yes,25,1970-1979,Earth,Yes,Yes,38,40.834647,Low,1978,COLORADO PARKS AND WILDLIFE,38,Colorado,Satisfactory,6,39248,,2020-05-15,Recreation,https://damsafety.org/colorado,CO01021,2022-12-22,698,DWR,2568,,,Yes,-106.986636,580110,38.5,,528,,Colorado,,0,2019-09-13
173,Uncontrolled,330,,Rudolph,,,,Not Required,,Irrigation,"Congressional District 02, Colorado",6,,0,16,,0,Private,KREMMLING,,Earth,Private,Yes,HILL CREEK-OS,,,Less than 25 feet,84,,,,16,Yes,Grand,0,,,CO02175,,Yes,13,1930-1939,Earth,Yes,Yes,16,40.248337,Low,1932,"CHARLES E. DAVISON, JR.",16,Colorado,Fair,0,0,,2014-10-09,Irrigation,https://damsafety.org/colorado,CO02175,2022-12-22,84,DWR,600,,,No,-106.508899,500120,10,,34,,Colorado,,0,1994-06-14
174,,,,Bonanza Power South Evaporation Pond,,,,Not Required,,Other,"Congressional District 01, Utah",,"26,8S~23E SL",0,14,,,Private,NONE - DRAINS TO WHI,,Earth,Private,Yes,GREEN RIVER - OFFCHANNEL,,,Less than 25 feet,519,,,,,Yes,Uintah,,,,UT00452,0,Yes,0,1980-1989,Earth,Yes,Yes,17,40.09352551,Low,1983,DESERET POWER ELECTRIC COOPERATIVE,17,Utah,Not Rated,5,,,,Other,https://damsafety.org/utah,UT00452,2021-03-17,,Utah Division of Water Rights,,,,No,-109.2856758,UT00452,,,519,,Utah,,,2019-10-10
175,,545,,Town of Altamont,,,,No,,Irrigation,"Congressional District 01, Utah",,"25,1S~4W US",,14,,,Private,,,Earth,Private,Yes,,,,Less than 25 feet,13.120000000000001,,,,,Yes,Duchesne,,,,UT53216,0,Yes,,Undetermined,Earth,Yes,Yes,17.5,40.36110587,Significant,,TOWN OF ALTAMONT,17.5,Utah,Not Rated,2,,,,Irrigation,https://damsafety.org/utah,UT53216,2021-03-17,,Utah Division of Water Rights,6,,,No,-110.29409,UT53216,4,,13.120000000000001,,Utah,,,
